slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/scratch,60556308,andrewjamesmarks1,,https://github.com/me50/andrewjamesmarks1/tree/8766d21114f98397ea2ed8386a9dd9926963a5dc,"Fri, 07 Feb 2020 04:49:13PM GMT",8,8,
