slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/hello,60556308,andrewjamesmarks1,,https://github.com/me50/andrewjamesmarks1/tree/26276cfc02a5703f6900dfaf291b0b9b20e6e243,"Wed, 12 Feb 2020 11:38:48PM GMT",4,4,1
